Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,P/E10
1988-07-01,269.1,9.31,22.02,118.5,9.06,539.92,18.67,44.19,14.61
1988-08-01,263.7,9.38,22.38,119.0,9.26,526.87,18.75,44.71,14.24
1988-09-01,268.0,9.46,22.73,119.8,8.98,531.88,18.77,45.11,14.37
1988-10-01,277.4,9.55,23.07,120.2,8.8,548.71,18.89,45.64,14.81
1988-11-01,271.0,9.64,23.42,120.3,8.96,535.6,19.05,46.28,14.45
1988-12-01,276.5,9.73,23.76,120.5,9.11,545.56,19.2,46.88,14.7
1989-01-01,285.4,9.81,24.16,121.1,9.09,560.33,19.27,47.43,15.09
1989-02-01,294.0,9.9,24.56,121.6,9.17,574.85,19.35,48.02,15.47
1989-03-01,292.7,9.98,24.96,122.3,9.36,569.03,19.4,48.52,15.3
1989-04-01,302.3,10.09,25.05,123.1,9.18,583.87,19.48,48.38,15.69
1989-05-01,313.9,10.19,25.13,123.8,8.86,602.85,19.58,48.27,16.19
1989-06-01,323.7,10.3,25.22,124.1,8.28,620.17,19.73,48.32,16.64
1989-07-01,331.9,10.42,24.71,124.4,8.02,634.34,19.92,47.23,17.01
1989-08-01,346.6,10.55,24.2,124.6,8.11,661.38,20.13,46.18,17.73
1989-09-01,347.3,10.67,23.69,125.0,8.19,660.59,20.3,45.06,17.71
1989-10-01,347.4,10.8,23.43,125.6,8.01,657.62,20.44,44.35,17.64
1989-11-01,340.2,10.92,23.16,125.9,7.87,642.46,20.63,43.74,17.24
1989-12-01,348.6,11.05,22.9,126.1,7.84,657.28,20.83,43.18,17.65
1990-01-01,339.97,11.14,22.49,127.4,8.21,634.47,20.79,41.97,17.05
1990-02-01,330.45,11.23,22.08,128.0,8.47,613.81,20.86,41.01,16.51
1990-03-01,338.46,11.32,21.67,128.7,8.59,625.27,20.91,40.03,16.83
1990-04-01,338.18,11.44,21.53,128.9,8.79,623.78,21.1,39.72,16.81
1990-05-01,350.25,11.55,21.4,129.2,8.76,644.55,21.26,39.38,17.39
1990-06-01,360.39,11.67,21.26,129.9,8.48,659.63,21.36,38.91,17.82
1990-07-01,360.03,11.73,21.42,130.4,8.47,656.45,21.38,39.06,17.75
1990-08-01,330.75,11.78,21.58,131.6,8.75,597.56,21.29,38.99,16.17
1990-09-01,315.41,11.84,21.74,132.7,8.89,565.12,21.21,38.95,15.3
1990-10-01,307.12,11.93,21.61,133.5,8.72,546.97,21.24,38.48,14.82
1990-11-01,315.29,12.01,21.47,133.8,8.39,560.26,21.35,38.16,15.19
1990-12-01,328.75,12.1,21.34,133.8,8.08,584.18,21.5,37.92,15.85
1991-01-01,325.49,12.11,21.18,134.6,8.09,574.95,21.39,37.42,15.61
1991-02-01,362.26,12.11,21.03,134.8,7.85,638.95,21.37,37.09,17.35
1991-03-01,372.28,12.12,20.87,135.0,8.11,655.65,21.35,36.76,17.82
1991-04-01,379.68,12.13,20.36,135.2,8.04,667.7,21.33,35.81,18.16
1991-05-01,377.99,12.14,19.86,135.6,8.07,662.76,21.29,34.82,18.04
1991-06-01,378.29,12.15,19.35,136.0,8.28,661.34,21.24,33.83,18.02
1991-07-01,380.23,12.19,18.84,136.2,8.27,663.75,21.29,32.89,18.1
1991-08-01,389.4,12.24,18.33,136.6,7.9,677.77,21.3,31.9,18.51
1991-09-01,387.2,12.28,17.82,137.2,7.65,670.99,21.28,30.88,18.36
1991-10-01,386.88,12.25,17.2,137.4,7.53,669.46,21.2,29.77,18.35
1991-11-01,385.92,12.23,16.59,137.8,7.42,665.86,21.1,28.62,18.29
1991-12-01,388.51,12.2,15.97,137.9,7.09,669.85,21.03,27.53,18.44
1992-01-01,416.08,12.24,16.05,138.1,7.03,716.34,21.07,27.63,19.77
1992-02-01,412.56,12.28,16.12,138.6,7.34,707.72,21.07,27.66,19.58
1992-03-01,407.36,12.32,16.2,139.3,7.54,695.29,21.03,27.65,19.28
1992-04-01,407.41,12.32,16.48,139.5,7.48,694.38,21.0,28.09,19.3
1992-05-01,414.81,12.32,16.77,139.7,7.39,705.98,20.97,28.54,19.66
1992-06-01,408.27,12.32,17.05,140.2,7.26,692.37,20.89,28.91,19.32
1992-07-01,415.05,12.34,17.38,140.5,6.84,702.36,20.89,29.41,19.62
1992-08-01,417.93,12.37,17.71,140.9,6.59,705.23,20.87,29.88,19.72
1992-09-01,418.48,12.39,18.04,141.3,6.42,704.16,20.85,30.36,19.71
1992-10-01,412.5,12.39,18.39,141.8,6.59,691.65,20.77,30.83,19.37
1992-11-01,422.84,12.38,18.74,142.0,6.87,707.99,20.73,31.38,19.83
1992-12-01,435.64,12.38,19.09,141.9,6.77,729.93,20.74,31.99,20.45
1993-01-01,435.23,12.41,19.34,142.6,6.6,725.67,20.7,32.25,20.32
1993-02-01,441.7,12.45,19.59,143.1,6.26,733.88,20.68,32.55,20.55
1993-03-01,450.16,12.48,19.84,143.6,5.98,745.33,20.66,32.85,20.86
1993-04-01,443.08,12.49,19.67,144.0,5.97,731.57,20.63,32.48,20.46
1993-05-01,445.25,12.51,19.5,144.2,6.04,734.14,20.62,32.15,20.52
1993-06-01,448.06,12.52,19.33,144.4,5.96,737.75,20.61,31.83,20.61
1993-07-01,447.29,12.52,19.69,144.4,5.81,736.48,20.61,32.42,20.57
1993-08-01,454.13,12.52,20.05,144.8,5.68,745.67,20.56,32.92,20.81
1993-09-01,459.24,12.52,20.41,145.1,5.36,752.51,20.52,33.44,20.99
1993-10-01,463.9,12.54,20.9,145.7,5.33,757.01,20.46,34.11,21.11
1993-11-01,462.89,12.56,21.39,145.8,5.72,754.85,20.48,34.88,21.04
1993-12-01,465.95,12.58,21.88,145.8,5.77,759.84,20.51,35.68,21.17
1994-01-01,472.99,12.62,22.16,146.2,5.75,769.21,20.53,36.03,21.41
1994-02-01,471.58,12.67,22.43,146.7,5.97,764.3,20.53,36.36,21.26
1994-03-01,463.81,12.71,22.71,147.2,6.48,749.15,20.53,36.68,20.83
1994-04-01,447.23,12.75,23.54,147.4,6.97,721.39,20.57,37.97,20.06
1994-05-01,450.9,12.8,24.37,147.5,7.18,726.82,20.63,39.28,20.2
1994-06-01,454.83,12.84,25.2,148.0,7.1,730.68,20.63,40.48,20.29
1994-07-01,451.4,12.87,25.91,148.4,7.3,723.21,20.62,41.51,20.07
1994-08-01,464.24,12.9,26.62,149.0,7.24,740.79,20.58,42.48,20.54
1994-09-01,466.96,12.93,27.33,149.4,7.46,743.13,20.58,43.49,20.58
1994-10-01,463.81,13.01,28.42,149.5,7.74,737.63,20.7,45.2,20.4
1994-11-01,461.01,13.1,29.51,149.7,7.96,732.19,20.8,46.87,20.21
1994-12-01,455.19,13.18,30.6,149.7,7.81,722.95,20.93,48.6,19.91
1995-01-01,465.25,13.18,31.25,150.3,7.78,735.98,20.85,49.43,20.22
1995-02-01,481.92,13.18,31.9,150.9,7.47,759.32,20.77,50.26,20.8
1995-03-01,493.15,13.18,32.55,151.4,7.2,774.45,20.7,51.12,21.15
1995-04-01,507.91,13.24,33.18,151.9,7.06,795.0,20.73,51.93,21.64
1995-05-01,523.81,13.31,33.8,152.2,6.63,818.27,20.79,52.81,22.2
1995-06-01,539.35,13.37,34.43,152.5,6.17,840.89,20.84,53.68,22.72
1995-07-01,557.37,13.44,34.68,152.5,6.28,868.98,20.95,54.07,23.38
1995-08-01,559.11,13.51,34.93,152.9,6.49,869.42,21.01,54.32,23.28
1995-09-01,578.77,13.58,35.18,153.2,6.2,898.22,21.08,54.6,23.95
1995-10-01,582.92,13.65,34.77,153.7,6.04,901.72,21.12,53.79,23.93
1995-11-01,595.53,13.72,34.37,153.6,5.93,921.83,21.24,53.2,24.35
1995-12-01,614.57,13.79,33.96,153.5,5.71,951.92,21.36,52.6,25.03
1996-01-01,614.42,13.89,33.99,154.4,5.65,946.14,21.39,52.34,24.76
1996-02-01,649.54,14.0,34.01,154.9,5.81,996.99,21.48,52.21,25.98
1996-03-01,647.07,14.1,34.04,155.7,6.27,988.1,21.53,51.98,25.63
1996-04-01,647.17,14.16,34.33,156.3,6.51,984.46,21.53,52.22,25.43
1996-05-01,661.23,14.21,34.62,156.6,6.74,1003.92,21.58,52.56,25.81
1996-06-01,668.5,14.27,34.91,156.7,6.91,1014.31,21.65,52.97,25.97
1996-07-01,644.07,14.4,35.27,157.0,6.87,975.37,21.81,53.42,24.86
1996-08-01,662.68,14.53,35.64,157.3,6.64,1001.64,21.96,53.86,25.41
1996-09-01,674.88,14.66,36.0,157.8,6.83,1016.85,22.09,54.24,25.68
1996-10-01,701.46,14.74,36.91,158.3,6.53,1053.56,22.14,55.44,26.48
1996-11-01,735.67,14.82,37.82,158.6,6.2,1102.85,22.22,56.7,27.59
1996-12-01,743.25,14.9,38.73,158.6,6.3,1114.22,22.34,58.06,27.72
1997-01-01,766.22,14.95,39.23,159.1,6.58,1145.04,22.35,58.63,28.33
1997-02-01,798.39,15.01,39.74,159.6,6.42,1189.38,22.36,59.2,29.27
1997-03-01,792.16,15.06,40.24,160.0,6.69,1177.15,22.38,59.8,28.8
1997-04-01,763.93,15.09,40.34,160.2,6.89,1133.78,22.4,59.88,27.59
1997-05-01,833.09,15.13,40.45,160.1,6.71,1237.2,22.46,60.07,29.93
1997-06-01,876.29,15.16,40.55,160.3,6.49,1299.73,22.49,60.14,31.26
1997-07-01,925.29,15.22,40.58,160.5,6.22,1370.69,22.54,60.11,32.77
1997-08-01,927.24,15.27,40.61,160.8,6.3,1371.02,22.58,60.05,32.59
1997-09-01,937.02,15.33,40.64,161.2,6.21,1382.04,22.61,59.94,32.67
1997-10-01,951.16,15.39,40.33,161.6,6.03,1399.43,22.64,59.34,32.9
1997-11-01,938.92,15.44,40.03,161.5,5.88,1382.27,22.74,58.93,32.34
1997-12-01,962.37,15.5,39.72,161.3,5.81,1418.55,22.85,58.55,33.03
1998-01-01,963.36,15.55,39.66,161.6,5.54,1417.38,22.88,58.35,32.86
1998-02-01,1023.74,15.6,39.6,161.9,5.57,1503.42,22.91,58.15,34.71
1998-03-01,1076.83,15.65,39.54,162.2,5.65,1578.46,22.94,57.96,36.3
1998-04-01,1112.2,15.75,39.35,162.5,5.64,1627.3,23.04,57.57,37.28
1998-05-01,1108.42,15.85,39.16,162.8,5.65,1618.78,23.15,57.19,36.96
1998-06-01,1108.39,15.95,38.97,163.0,5.5,1616.75,23.27,56.84,36.8
1998-07-01,1156.58,16.02,38.68,163.2,5.46,1684.97,23.33,56.35,38.26
1998-08-01,1074.62,16.08,38.38,163.4,5.34,1563.65,23.4,55.85,35.42
1998-09-01,1020.64,16.15,38.09,163.6,4.81,1483.29,23.47,55.36,33.53
1998-10-01,1032.47,16.17,37.96,164.0,4.53,1496.83,23.44,55.04,33.77
1998-11-01,1144.43,16.18,37.84,164.0,4.83,1659.14,23.46,54.85,37.37
1998-12-01,1190.05,16.2,37.71,163.9,4.65,1726.33,23.5,54.7,38.82
1999-01-01,1248.77,16.28,37.93,164.3,4.72,1807.1,23.56,54.89,40.58
1999-02-01,1246.58,16.37,38.16,164.5,5.0,1801.74,23.66,55.15,40.4
1999-03-01,1281.66,16.45,38.38,165.0,5.23,1846.83,23.7,55.3,41.36
1999-04-01,1334.76,16.37,39.26,166.2,5.18,1909.46,23.42,56.16,42.71
1999-05-01,1332.07,16.29,40.14,166.2,5.54,1905.61,23.3,57.42,42.56
1999-06-01,1322.55,16.21,41.02,166.2,5.9,1891.99,23.19,58.68,42.18
1999-07-01,1380.99,16.29,42.0,166.7,5.79,1969.67,23.24,59.9,43.83
1999-08-01,1327.49,16.38,42.98,167.1,5.94,1888.83,23.3,61.15,41.93
1999-09-01,1318.17,16.46,43.96,167.9,5.92,1866.63,23.31,62.25,41.32
1999-10-01,1300.01,16.47,45.36,168.2,6.11,1837.63,23.28,64.12,40.55
1999-11-01,1391.0,16.47,46.77,168.3,6.03,1965.08,23.27,66.07,43.21
1999-12-01,1428.68,16.48,48.17,168.3,6.28,2018.31,23.28,68.05,44.2
2000-01-01,1425.59,16.57,49.09,168.8,6.66,2007.98,23.34,69.15,43.77
2000-02-01,1388.87,16.67,50.02,169.8,6.52,1944.74,23.34,70.03,42.19
2000-03-01,1442.21,16.76,50.94,171.2,6.26,2002.92,23.28,70.74,43.22
2000-04-01,1461.36,16.74,51.27,171.3,5.99,2028.33,23.23,71.16,43.53
2000-05-01,1418.48,16.72,51.59,171.5,6.44,1966.51,23.18,71.53,41.97
2000-06-01,1461.96,16.7,51.92,172.4,6.1,2016.21,23.03,71.6,42.78
2000-07-01,1473.0,16.58,52.51,172.8,6.05,2026.73,22.81,72.25,42.76
2000-08-01,1485.46,16.46,53.11,172.8,5.83,2043.88,22.65,73.07,42.87
2000-09-01,1468.05,16.34,53.7,173.7,5.8,2009.46,22.37,73.5,41.9
2000-10-01,1390.14,16.32,52.47,174.0,5.74,1899.53,22.3,71.69,39.37
2000-11-01,1378.04,16.29,51.23,174.1,5.72,1881.92,22.25,69.97,38.78
2000-12-01,1330.93,16.27,50.0,174.0,5.24,1818.63,22.23,68.32,37.28
2001-01-01,1335.63,16.17,48.48,175.1,5.16,1813.58,21.96,65.83,36.98
2001-02-01,1305.75,16.07,46.96,175.8,5.1,1765.95,21.73,63.51,35.84
2001-03-01,1185.85,15.97,45.44,176.2,4.89,1600.15,21.55,61.32,32.33
2001-04-01,1189.84,15.88,42.56,176.9,5.14,1599.18,21.34,57.2,32.17
2001-05-01,1270.37,15.78,39.67,177.7,5.39,1699.73,21.12,53.08,34.08
2001-06-01,1238.71,15.69,36.79,178.0,5.28,1654.58,20.96,49.14,33.07
2001-07-01,1204.45,15.71,33.96,177.5,5.24,1613.35,21.04,45.49,32.16
2001-08-01,1178.5,15.72,31.14,177.5,4.97,1578.59,21.06,41.71,31.4
2001-09-01,1044.64,15.74,28.31,178.3,4.73,1393.01,20.99,37.75,27.67
2001-10-01,1076.59,15.74,27.1,177.7,4.57,1440.46,21.06,36.26,28.58
2001-11-01,1129.68,15.74,25.9,177.4,4.65,1514.05,21.1,34.71,30.01
2001-12-01,1144.93,15.74,24.69,176.7,5.09,1540.57,21.18,33.22,30.5
2002-01-01,1140.21,15.74,24.69,177.1,5.04,1530.75,21.13,33.15,30.28
2002-02-01,1100.67,15.73,24.7,177.8,4.91,1471.85,21.04,33.03,29.09
2002-03-01,1153.79,15.73,24.7,178.8,5.28,1534.25,20.92,32.84,30.29
2002-04-01,1111.93,15.83,25.38,179.8,5.21,1470.37,20.93,33.56,29.01
2002-05-01,1079.25,15.93,26.06,179.8,5.16,1427.15,21.07,34.46,28.13
2002-06-01,1014.02,16.03,26.74,179.9,4.93,1340.15,21.19,35.34,26.39
2002-07-01,903.59,15.95,27.94,180.1,4.65,1192.88,21.06,36.89,23.46
2002-08-01,912.55,15.87,29.14,180.7,4.26,1200.71,20.88,38.34,23.59
2002-09-01,867.81,15.79,30.34,181.0,3.87,1139.95,20.74,39.85,22.36
2002-10-01,854.63,15.88,29.42,181.3,3.94,1120.77,20.83,38.59,21.95
2002-11-01,909.93,15.98,28.51,181.3,4.05,1193.3,20.95,37.38,23.34
2002-12-01,899.18,16.07,27.59,180.9,4.03,1181.81,21.12,36.26,23.1
2003-01-01,895.84,16.12,28.5,181.7,4.05,1172.23,21.09,37.29,22.89
2003-02-01,837.03,16.17,29.41,183.1,3.9,1086.9,21.0,38.19,21.21
2003-03-01,846.63,16.22,30.32,184.2,3.81,1092.8,20.94,39.14,21.31
2003-04-01,890.03,16.2,31.73,183.8,3.96,1151.32,20.96,41.05,22.42
2003-05-01,935.96,16.19,33.14,183.5,3.57,1212.72,20.97,42.94,23.59
2003-06-01,988.0,16.17,34.55,183.7,3.33,1278.75,20.93,44.72,24.83
2003-07-01,992.54,16.31,35.89,183.9,3.98,1283.23,21.09,46.41,24.86
2003-08-01,989.53,16.45,37.24,184.6,4.45,1274.49,21.19,47.96,24.64
2003-09-01,1019.44,16.59,38.58,185.2,4.27,1308.76,21.3,49.53,25.24
2003-10-01,1038.73,16.86,41.97,185.0,4.29,1334.96,21.66,53.93,25.68
2003-11-01,1049.9,17.12,45.35,184.5,4.3,1352.97,22.07,58.45,25.94
2003-12-01,1080.64,17.39,48.74,184.3,4.27,1394.1,22.43,62.88,26.63
2004-01-01,1132.52,17.6,49.83,185.2,4.15,1453.93,22.59,63.97,27.65
2004-02-01,1143.36,17.81,50.91,186.2,4.08,1459.96,22.74,65.01,27.65
2004-03-01,1123.98,18.02,52.0,187.4,3.83,1426.02,22.86,65.97,26.88
2004-04-01,1133.36,18.21,53.38,188.0,4.35,1433.34,23.03,67.51,26.9
2004-05-01,1102.78,18.41,54.77,189.1,4.72,1386.55,23.14,68.86,25.9
2004-06-01,1132.76,18.6,56.15,189.7,4.73,1419.74,23.31,70.38,26.4
2004-07-01,1105.85,18.79,56.69,189.4,4.5,1388.21,23.58,71.16,25.69
2004-08-01,1088.94,18.97,57.23,189.5,4.28,1366.26,23.81,71.8,25.17
2004-09-01,1117.66,19.16,57.77,189.9,4.13,1399.34,23.99,72.33,25.66
2004-10-01,1117.21,19.25,58.03,190.9,4.1,1391.45,23.98,72.27,25.41
2004-11-01,1168.94,19.35,58.29,191.0,4.19,1455.11,24.08,72.56,26.46
2004-12-01,1199.21,19.44,58.55,190.3,4.23,1498.28,24.29,73.15,27.14
2005-01-01,1181.41,19.7,59.14,190.7,4.22,1472.95,24.57,73.73,26.58
2005-02-01,1199.63,19.97,59.73,191.8,4.17,1487.09,24.75,74.04,26.74
2005-03-01,1194.9,20.23,60.32,193.3,4.5,1469.73,24.88,74.19,26.33
2005-04-01,1164.43,20.46,61.33,194.6,4.34,1422.68,25.0,74.94,25.4
2005-05-01,1178.28,20.7,62.35,194.4,4.14,1441.09,25.31,76.25,25.64
2005-06-01,1202.25,20.93,63.36,194.5,4.0,1469.65,25.59,77.45,26.06
2005-07-01,1222.24,21.11,64.43,195.4,4.18,1487.2,25.69,78.4,26.28
2005-08-01,1224.27,21.3,65.5,196.4,4.26,1482.09,25.78,79.29,26.1
2005-09-01,1225.92,21.48,66.57,198.8,4.2,1466.17,25.69,79.62,25.72
2005-10-01,1191.96,21.73,67.69,199.2,4.46,1422.69,25.93,80.79,24.87
2005-11-01,1237.37,21.97,68.81,197.6,4.54,1488.85,26.44,82.79,25.92
2005-12-01,1262.07,22.22,69.93,196.8,4.47,1524.74,26.84,84.48,26.43
2006-01-01,1278.73,22.41,70.84,198.3,4.42,1533.18,26.87,84.94,26.46
2006-02-01,1276.65,22.6,71.76,198.7,4.57,1527.61,27.04,85.86,26.24
2006-03-01,1293.74,22.79,72.67,199.8,4.72,1539.53,27.12,86.48,26.32
2006-04-01,1302.17,23.01,73.28,201.5,4.99,1536.49,27.15,86.46,26.14
2006-05-01,1290.01,23.22,73.88,202.5,5.11,1514.63,27.27,86.75,25.64
2006-06-01,1253.17,23.44,74.49,202.9,5.11,1468.47,27.47,87.29,24.74
2006-07-01,1260.24,23.66,75.85,203.5,5.09,1472.4,27.64,88.62,24.69
2006-08-01,1287.15,23.88,77.21,203.9,4.88,1500.89,27.85,90.03,25.04
2006-09-01,1317.74,24.1,78.57,202.9,4.72,1544.14,28.24,92.07,25.63
2006-10-01,1363.38,24.36,79.55,201.8,4.73,1606.33,28.7,93.73,26.53
2006-11-01,1388.64,24.62,80.53,201.5,4.6,1638.52,29.05,95.02,26.92
2006-12-01,1416.42,24.88,81.51,201.8,4.56,1668.82,29.31,96.03,27.27
2007-01-01,1424.16,25.08,82.06,202.42,4.76,1672.83,29.46,96.38,27.2
2007-02-01,1444.8,25.29,82.6,203.5,4.72,1688.04,29.54,96.51,27.31
2007-03-01,1406.95,25.49,83.15,205.35,4.56,1628.99,29.51,96.27,26.22
2007-04-01,1463.64,25.72,83.74,206.69,4.69,1683.69,29.58,96.33,26.97
2007-05-01,1511.14,25.94,84.33,207.95,4.75,1727.77,29.66,96.42,27.54
2007-06-01,1514.19,26.17,84.92,208.35,5.1,1727.91,29.86,96.91,27.41
2007-07-01,1520.71,26.44,82.81,208.3,5.0,1735.79,30.18,94.53,27.4
2007-08-01,1454.62,26.7,80.71,207.92,4.67,1663.4,30.54,92.29,26.14
2007-09-01,1497.12,26.97,78.6,208.49,4.52,1707.3,30.76,89.63,26.72
2007-10-01,1539.66,27.22,74.46,208.94,4.53,1752.06,30.98,84.73,27.31
2007-11-01,1463.39,27.48,70.32,210.18,4.15,1655.44,31.08,79.55,25.72
2007-12-01,1479.22,27.73,66.18,210.04,4.1,1674.47,31.39,74.92,25.95
2008-01-01,1378.76,27.92,64.25,211.08,3.74,1553.03,31.45,72.37,24.01
2008-02-01,1354.87,28.11,62.32,211.69,3.74,1521.7,31.57,69.99,23.49
2008-03-01,1316.94,28.3,60.39,213.53,3.51,1466.39,31.51,67.24,22.6
2008-04-01,1370.47,28.44,57.38,214.82,3.68,1516.79,31.47,63.51,23.35
2008-05-01,1403.22,28.57,54.38,216.63,3.88,1540.07,31.36,59.68,23.69
2008-06-01,1341.25,28.71,51.37,218.81,4.1,1457.37,31.2,55.82,22.41
2008-07-01,1257.33,28.76,49.56,219.96,4.01,1359.05,31.08,53.57,20.9
2008-08-01,1281.47,28.8,47.76,219.09,3.89,1390.69,31.26,51.83,21.39
2008-09-01,1216.95,28.85,45.95,218.78,3.69,1322.5,31.35,49.94,20.36
2008-10-01,968.8,28.7,35.59,216.57,3.81,1063.57,31.5,39.08,16.38
2008-11-01,883.04,28.54,25.24,212.43,3.53,988.35,31.95,28.25,15.25
2008-12-01,877.56,28.39,14.88,210.23,2.42,992.49,32.11,16.83,15.37
2009-01-01,865.58,28.01,12.21,211.14,2.52,974.69,31.54,13.75,15.17
2009-02-01,805.23,27.63,9.53,212.19,2.87,902.25,30.96,10.68,14.12
2009-03-01,757.13,27.25,6.86,212.71,2.82,846.3,30.46,7.67,13.32
2009-04-01,848.15,26.7,7.08,213.24,2.93,945.67,29.77,7.89,14.98
2009-05-01,902.41,26.14,7.29,213.86,3.29,1003.28,29.07,8.11,15.99
2009-06-01,926.12,25.59,7.51,215.69,3.72,1020.87,28.21,8.28,16.38
2009-07-01,935.82,25.03,9.19,215.35,3.56,1033.2,27.63,10.14,16.69
2009-08-01,1009.73,24.46,10.86,215.83,3.59,1112.3,26.95,11.97,18.09
2009-09-01,1044.55,23.9,12.54,215.97,3.4,1149.94,26.31,13.81,18.83
2009-10-01,1067.66,23.4,25.35,216.18,3.39,1174.25,25.74,27.88,19.35
2009-11-01,1088.07,22.91,38.16,216.33,3.4,1195.85,25.18,41.94,19.81
2009-12-01,1110.38,22.41,50.97,215.95,3.59,1222.53,24.67,56.12,20.32
2010-01-01,1123.58,22.24,54.29,216.69,3.73,1232.85,24.41,59.57,20.52
2010-02-01,1089.16,22.08,57.61,216.74,3.69,1194.78,24.22,63.2,19.91
2010-03-01,1152.05,21.91,60.93,217.63,3.73,1258.6,23.94,66.57,21.0
2010-04-01,1197.32,21.95,62.99,218.01,3.85,1305.79,23.94,68.69,21.8
2010-05-01,1125.06,22.0,65.04,218.18,3.42,1226.03,23.97,70.88,20.47
2010-06-01,1083.36,22.04,67.1,217.97,3.2,1181.75,24.04,73.19,19.73
2010-07-01,1079.8,22.15,68.69,218.01,3.01,1177.61,24.15,74.91,19.66
2010-08-01,1087.28,22.25,70.27,218.31,2.7,1184.14,24.24,76.53,19.76
2010-09-01,1122.08,22.36,71.86,218.44,2.65,1221.33,24.34,78.22,20.37
2010-10-01,1171.58,22.48,73.69,218.71,2.54,1273.62,24.44,80.11,21.23
2010-11-01,1198.89,22.61,75.52,218.8,2.76,1302.76,24.57,82.06,21.69
2010-12-01,1241.53,22.73,77.35,219.18,3.29,1346.78,24.66,83.91,22.39
2011-01-01,1282.62,22.96,78.67,220.22,3.39,1384.76,24.79,84.93,22.97
2011-02-01,1321.12,23.2,79.99,221.31,3.58,1419.32,24.92,85.94,23.48
2011-03-01,1304.49,23.43,81.31,223.47,3.41,1387.92,24.93,86.51,22.89
2011-04-01,1331.51,23.73,82.16,224.91,3.46,1407.61,25.09,86.86,23.14
2011-05-01,1338.31,24.04,83.02,225.96,3.17,1408.17,25.29,87.35,23.05
2011-06-01,1287.29,24.34,83.87,225.72,3.0,1355.94,25.64,88.34,22.09
2011-07-01,1325.19,24.62,84.91,225.92,3.0,1394.63,25.91,89.36,22.6
2011-08-01,1185.31,24.9,85.94,226.54,2.3,1243.99,26.13,90.2,20.04
2011-09-01,1173.88,25.18,86.98,226.89,1.98,1230.12,26.39,91.15,19.69
2011-10-01,1207.22,25.6,86.97,226.42,2.15,1267.67,26.88,91.33,20.15
2011-11-01,1226.42,26.01,86.96,226.23,2.01,1288.92,27.34,91.39,20.34
2011-12-01,1243.32,26.43,86.95,225.67,1.98,1309.92,27.85,91.61,20.52
2012-01-01,1300.58,26.74,87.48,226.66,1.97,1364.24,28.05,91.76,21.21
2012-02-01,1352.49,27.04,88.01,227.66,1.97,1412.47,28.24,91.91,21.79
2012-03-01,1389.24,27.35,88.54,229.39,2.17,1439.92,28.35,91.77,22.05
2012-04-01,1386.43,27.67,88.33,230.09,2.05,1432.67,28.6,91.28,21.77
2012-05-01,1341.27,28.0,88.13,229.81,1.8,1387.64,28.96,91.17,20.93
2012-06-01,1323.48,28.32,87.92,229.48,1.62,1371.24,29.34,91.09,20.54
2012-07-01,1359.78,28.74,87.45,229.1,1.53,1411.15,29.83,90.75,20.99
2012-08-01,1403.45,29.17,86.97,230.38,1.68,1448.41,30.1,89.76,21.4
2012-09-01,1443.42,29.59,86.5,231.41,1.72,1483.04,30.4,88.87,21.78
2012-10-01,1437.82,30.14,86.5,231.32,1.75,1477.87,30.98,88.91,21.57
2012-11-01,1394.51,30.7,86.51,230.22,1.65,1440.17,31.7,89.34,20.89
2012-12-01,1422.29,31.25,86.51,229.6,1.72,1472.83,32.36,89.58,21.23
2013-01-01,1480.4,31.54,86.91,230.28,1.91,1528.48,32.56,89.73,21.9
2013-02-01,1512.31,31.82,87.3,232.17,1.98,1548.75,32.59,89.41,22.05
2013-03-01,1550.83,32.11,87.7,232.77,1.96,1584.05,32.8,89.58,22.42
2013-04-01,1570.7,32.5,88.78,232.53,1.76,1606.02,33.23,90.78,22.59
2013-05-01,1639.84,32.88,89.87,232.94,1.93,1673.73,33.56,91.72,23.41
2013-06-01,1618.77,33.27,90.95,233.5,2.3,1648.27,33.88,92.61,22.92
2013-07-01,1668.68,33.65,92.09,233.6,2.58,1698.42,34.25,93.73,23.49
2013-08-01,1670.09,34.02,93.23,233.88,2.74,1697.81,34.59,94.78,23.35
2013-09-01,1687.17,34.4,94.37,234.15,2.81,1713.19,34.93,95.83,23.44
2013-10-01,1720.03,34.6,96.31,233.55,2.62,1751.06,35.22,98.05,23.83
2013-11-01,1783.54,34.79,98.26,233.07,2.72,1819.43,35.49,100.23,24.64
2013-12-01,1807.78,34.99,100.2,233.05,2.9,1844.32,35.7,102.23,24.86
2014-01-01,1822.36,35.4,100.42,233.92,2.86,1852.3,35.99,102.07,24.86
2014-02-01,1817.04,35.82,100.63,234.78,2.71,1840.09,36.27,101.91,24.59
2014-03-01,1863.52,36.23,100.85,236.29,2.72,1875.09,36.45,101.48,24.95
2014-04-01,1864.26,36.61,101.61,237.07,2.71,1869.67,36.72,101.9,24.78
2014-05-01,1889.77,37.0,102.36,237.9,2.56,1888.65,36.97,102.3,24.94
2014-06-01,1947.09,37.38,103.12,238.34,2.6,1942.32,37.29,102.87,25.55
2014-07-01,1973.1,37.75,104.07,238.25,2.54,1969.04,37.67,103.85,25.81
2014-08-01,1961.53,38.12,105.01,237.85,2.42,1960.77,38.11,104.97,25.61
2014-09-01,1993.23,38.49,105.96,238.03,2.53,1990.96,38.45,105.84,25.91
