Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,P/E10
2014-10-01,1937.27,38.81,104.74,237.43,2.3,1939.93,38.86,104.89,25.16
2014-11-01,2044.57,39.12,103.53,236.15,2.33,2058.5,39.39,104.23,26.6
2014-12-01,2054.27,39.44,102.31,234.81,2.21,2080.06,39.94,103.59,26.79
2015-01-01,2028.18,39.9,101.29,233.71,1.88,2063.35,40.59,103.05,26.49
2015-02-01,2082.2,40.35,100.27,234.72,1.98,2109.15,40.88,101.57,26.99
2015-03-01,2079.99,40.81,99.25,236.12,2.04,2094.44,41.09,99.94,26.72
2015-04-01,2094.86,41.12,97.8,236.6,1.94,2105.14,41.32,98.28,26.79
2015-05-01,2111.94,41.43,96.36,237.81,2.2,2111.54,41.42,96.34,26.8
2015-06-01,2099.29,41.74,94.91,238.64,2.36,2091.56,41.59,94.56,26.49
2015-07-01,2094.14,42.0,,238.65,2.32,2086.29,41.84,,26.38
2015-08-01,2039.87,42.25,,238.32,2.17,2035.11,42.15,,25.73
2015-09-01,1945.41,42.51,,237.94,2.17,1943.89,42.48,,24.58
2015-10-01,2071.18,,,237.76,2.09,2071.18,,,26.19
